Confirmed,Deceased,Recovered,Date,totalConfirmed,totalFatalities,totalRecovered,Region,Population
342,8,357,8/19/2020,12675,124,8713,Goa,1586250
424,2,350,8/20/2020,13099,126,9063,Goa,1586250
385,9,477,8/21/2020,13484,135,9540,Goa,1586250
306,5,479,8/22/2020,13790,140,10019,Goa,1586250
209,4,453,8/23/2020,13999,144,10472,Goa,1586250
139,4,437,8/24/2020,14138,148,10909,Goa,1586250
392,9,315,8/25/2020,14530,157,11224,Goa,1586250
497,8,287,8/26/2020,15027,165,11511,Goa,1586250
456,6,356,8/27/2020,15483,171,11867,Goa,1586250
523,4,429,8/28/2020,16006,175,12296,Goa,1586250
547,3,433,8/29/2020,16553,178,12729,Goa,1586250
451,5,457,8/30/2020,17004,183,13186,Goa,1586250
414,9,391,8/31/2020,17418,192,13577,Goa,1586250
588,2,273,9/1/2020,18006,194,13850,Goa,1586250
636,10,209,9/2/2020,18642,204,14059,Goa,1586250
713,8,302,9/3/2020,19355,212,14361,Goa,1586250
508,8,386,9/4/2020,19863,220,14747,Goa,1586250
592,9,534,9/5/2020,20455,229,15281,Goa,1586250
374,7,558,9/6/2020,20829,236,15839,Goa,1586250
344,9,588,9/7/2020,21173,245,16427,Goa,1586250
457,11,448,9/8/2020,21630,256,16875,Goa,1586250
621,6,281,9/9/2020,22251,262,17156,Goa,1586250
639,6,436,9/10/2020,22890,268,17592,Goa,1586250
555,8,473,9/11/2020,23445,276,18065,Goa,1586250
740,10,511,9/12/2020,24185,286,18576,Goa,1586250
407,4,553,9/13/2020,24592,290,19129,Goa,1586250
306,14,519,9/14/2020,24898,304,19648,Goa,1586250
613,11,446,9/15/2020,25511,315,20094,Goa,1586250
628,4,351,9/16/2020,26139,319,20445,Goa,1586250
644,8,399,9/17/2020,26783,327,20844,Goa,1586250
596,8,470,9/18/2020,27379,335,21314,Goa,1586250
643,7,446,9/19/2020,28022,342,21760,Goa,1586250
407,9,537,9/20/2020,28429,351,22297,Goa,1586250
324,9,429,9/21/2020,28753,360,22726,Goa,1586250
590,8,736,9/22/2020,29343,368,23462,Goa,1586250
536,8,395,9/23/2020,29879,376,23857,Goa,1586250
673,7,490,9/24/2020,30552,383,24347,Goa,1586250
519,3,724,9/25/2020,31071,386,25071,Goa,1586250
503,5,688,9/26/2020,31574,391,25759,Goa,1586250
384,10,701,9/27/2020,31958,401,26460,Goa,1586250
438,6,612,9/28/2020,32396,407,27072,Goa,1586250
381,12,709,9/29/2020,32777,419,27781,Goa,1586250
641,9,344,9/30/2020,33418,428,28125,Goa,1586250
524,12,400,10/1/2020,33942,440,28525,Goa,1586250
513,2,479,10/2/2020,34455,442,29004,Goa,1586250
445,8,523,10/3/2020,34900,450,29527,Goa,1586250
428,6,506,10/4/2020,35328,456,30033,Goa,1586250
391,4,423,10/5/2020,35719,460,30456,Goa,1586250
519,8,594,10/6/2020,36238,468,31050,Goa,1586250
432,9,394,10/7/2020,36670,477,31444,Goa,1586250
432,7,458,10/8/2020,37102,484,31902,Goa,1586250
489,7,415,10/9/2020,37591,491,32317,Goa,1586250
343,8,460,10/10/2020,37934,499,32777,Goa,1586250
432,8,426,10/11/2020,38366,507,33203,Goa,1586250
308,4,495,10/12/2020,38674,511,33698,Goa,1586250
408,3,554,10/13/2020,39082,514,34252,Goa,1586250
356,5,479,10/14/2020,39438,519,34731,Goa,1586250
332,6,430,10/15/2020,39770,525,35161,Goa,1586250
321,6,449,10/16/2020,40091,531,35610,Goa,1586250
309,7,425,10/17/2020,40400,538,36035,Goa,1586250
187,6,360,10/18/2020,40587,544,36395,Goa,1586250
159,5,519,10/19/2020,40746,549,36914,Goa,1586250
285,6,361,10/20/2020,41031,555,37275,Goa,1586250
308,2,408,10/21/2020,41339,557,37683,Goa,1586250
247,7,348,10/22/2020,41586,564,38031,Goa,1586250
0,0,0,3/14/2020,0,0,0,Gujarat,63872399
0,0,0,3/15/2020,0,0,0,Gujarat,63872399
0,0,0,3/16/2020,0,0,0,Gujarat,63872399
0,0,0,3/17/2020,0,0,0,Gujarat,63872399
0,0,0,3/18/2020,0,0,0,Gujarat,63872399
2,0,0,3/19/2020,2,0,0,Gujarat,63872399
5,0,0,3/20/2020,7,0,0,Gujarat,63872399
7,0,0,3/21/2020,14,0,0,Gujarat,63872399
4,1,0,3/22/2020,18,1,0,Gujarat,63872399
12,0,0,3/23/2020,30,1,0,Gujarat,63872399
4,0,0,3/24/2020,34,1,0,Gujarat,63872399
4,0,0,3/25/2020,38,1,0,Gujarat,63872399
5,2,0,3/26/2020,43,3,0,Gujarat,63872399
4,0,0,3/27/2020,47,3,0,Gujarat,63872399
8,1,0,3/28/2020,55,4,0,Gujarat,63872399
8,1,1,3/29/2020,63,5,1,Gujarat,63872399
7,1,2,3/30/2020,70,6,3,Gujarat,63872399
4,0,2,3/31/2020,74,6,5,Gujarat,63872399
13,0,0,4/1/2020,87,6,5,Gujarat,63872399
1,1,5,4/2/2020,88,7,10,Gujarat,63872399
7,2,0,4/3/2020,95,9,10,Gujarat,63872399
13,1,3,4/4/2020,108,10,13,Gujarat,63872399
20,1,8,4/5/2020,128,11,21,Gujarat,63872399
18,1,1,4/6/2020,146,12,22,Gujarat,63872399
29,2,3,4/7/2020,175,14,25,Gujarat,63872399
11,2,0,4/8/2020,186,16,25,Gujarat,63872399
76,2,1,4/9/2020,262,18,26,Gujarat,63872399
116,1,7,4/10/2020,378,19,33,Gujarat,63872399
90,3,11,4/11/2020,468,22,44,Gujarat,63872399
48,2,0,4/12/2020,516,24,44,Gujarat,63872399
56,2,10,4/13/2020,572,26,54,Gujarat,63872399
78,2,5,4/14/2020,650,28,59,Gujarat,63872399
116,5,5,4/15/2020,766,33,64,Gujarat,63872399
163,3,9,4/16/2020,929,36,73,Gujarat,63872399
170,5,13,4/17/2020,1099,41,86,Gujarat,63872399
277,12,7,4/18/2020,1376,53,93,Gujarat,63872399
367,10,12,4/19/2020,1743,63,105,Gujarat,63872399
196,8,26,4/20/2020,1939,71,131,Gujarat,63872399
239,19,8,4/21/2020,2178,90,139,Gujarat,63872399
229,13,40,4/22/2020,2407,103,179,Gujarat,63872399
217,9,79,4/23/2020,2624,112,258,Gujarat,63872399
191,15,7,4/24/2020,2815,127,265,Gujarat,63872399
256,6,17,4/25/2020,3071,133,282,Gujarat,63872399
230,18,31,4/26/2020,3301,151,313,Gujarat,63872399
247,11,81,4/27/2020,3548,162,394,Gujarat,63872399
226,19,40,4/28/2020,3774,181,434,Gujarat,63872399
308,16,93,4/29/2020,4082,197,527,Gujarat,63872399
313,17,86,4/30/2020,4395,214,613,Gujarat,63872399
326,22,123,5/1/2020,4721,236,736,Gujarat,63872399
333,26,160,5/2/2020,5054,262,896,Gujarat,63872399
374,28,146,5/3/2020,5428,290,1042,Gujarat,63872399
376,29,153,5/4/2020,5804,319,1195,Gujarat,63872399
441,49,186,5/5/2020,6245,368,1381,Gujarat,63872399
380,28,119,5/6/2020,6625,396,1500,Gujarat,63872399
388,29,209,5/7/2020,7013,425,1709,Gujarat,63872399
390,24,163,5/8/2020,7403,449,1872,Gujarat,63872399
394,23,219,5/9/2020,7797,472,2091,Gujarat,63872399
398,21,454,5/10/2020,8195,493,2545,Gujarat,63872399
347,20,235,5/11/2020,8542,513,2780,Gujarat,63872399
362,24,466,5/12/2020,8904,537,3246,Gujarat,63872399
364,29,316,5/13/2020,9268,566,3562,Gujarat,63872399
324,20,191,5/14/2020,9592,586,3753,Gujarat,63872399
340,20,282,5/15/2020,9932,606,4035,Gujarat,63872399
1057,19,273,5/16/2020,10989,625,4308,Gujarat,63872399
391,34,191,5/17/2020,11380,659,4499,Gujarat,63872399
366,35,305,5/18/2020,11746,694,4804,Gujarat,63872399
395,25,239,5/19/2020,12141,719,5043,Gujarat,63872399
398,30,176,5/20/2020,12539,749,5219,Gujarat,63872399
371,24,269,5/21/2020,12910,773,5488,Gujarat,63872399
363,29,392,5/22/2020,13273,802,5880,Gujarat,63872399
396,27,289,5/23/2020,13669,829,6169,Gujarat,63872399
394,29,243,5/24/2020,14063,858,6412,Gujarat,63872399
405,30,224,5/25/2020,14468,888,6636,Gujarat,63872399
361,27,501,5/26/2020,14829,915,7137,Gujarat,63872399
376,23,410,5/27/2020,15205,938,7547,Gujarat,63872399
367,22,454,5/28/2020,15572,960,8001,Gujarat,63872399
372,20,608,5/29/2020,15944,980,8609,Gujarat,63872399
412,27,621,5/30/2020,16356,1007,9230,Gujarat,63872399
438,31,689,5/31/2020,16794,1038,9919,Gujarat,63872399
423,25,861,6/1/2020,17217,1063,10780,Gujarat,63872399
415,29,1114,6/2/2020,17632,1092,11894,Gujarat,63872399
485,30,318,6/3/2020,18117,1122,12212,Gujarat,63872399
492,33,455,6/4/2020,18609,1155,12667,Gujarat,63872399
510,35,344,6/5/2020,19119,1190,13011,Gujarat,63872399
498,29,313,6/6/2020,19617,1219,13324,Gujarat,63872399
480,30,319,6/7/2020,20097,1249,13643,Gujarat,63872399
477,31,321,6/8/2020,20574,1280,13964,Gujarat,63872399
470,33,409,6/9/2020,21044,1313,14373,Gujarat,63872399
510,34,370,6/10/2020,21554,1347,14743,Gujarat,63872399
513,38,366,6/11/2020,22067,1385,15109,Gujarat,63872399
495,31,392,6/12/2020,22562,1416,15501,Gujarat,63872399
517,33,390,6/13/2020,23079,1449,15891,Gujarat,63872399
511,29,442,6/14/2020,23590,1478,16333,Gujarat,63872399
514,28,339,6/15/2020,24104,1506,16672,Gujarat,63872399
524,28,418,6/16/2020,24628,1534,17090,Gujarat,63872399
520,27,348,6/17/2020,25148,1561,17438,Gujarat,63872399
510,31,389,6/18/2020,25658,1592,17827,Gujarat,63872399
540,27,340,6/19/2020,26198,1619,18167,Gujarat,63872399
539,20,535,6/20/2020,26737,1639,18702,Gujarat,63872399
580,25,655,6/21/2020,27317,1664,19357,Gujarat,63872399
563,21,560,6/22/2020,27880,1685,19917,Gujarat,63872399
549,26,604,6/23/2020,28429,1711,20521,Gujarat,63872399
572,25,575,6/24/2020,29001,1736,21096,Gujarat,63872399
577,18,410,6/25/2020,29578,1754,21506,Gujarat,63872399
580,18,532,6/26/2020,30158,1772,22038,Gujarat,63872399
615,18,379,6/27/2020,30773,1790,22417,Gujarat,63872399
624,19,391,6/28/2020,31397,1809,22808,Gujarat,63872399
626,19,440,6/29/2020,32023,1828,23248,Gujarat,63872399
620,20,422,6/30/2020,32643,1848,23670,Gujarat,63872399
675,21,368,7/1/2020,33318,1869,24038,Gujarat,63872399
681,19,563,7/2/2020,33999,1888,24601,Gujarat,63872399
687,18,340,7/3/2020,34686,1906,24941,Gujarat,63872399
712,21,473,7/4/2020,35398,1927,25414,Gujarat,63872399
725,18,486,7/5/2020,36123,1945,25900,Gujarat,63872399
735,17,423,7/6/2020,36858,1962,26323,Gujarat,63872399
778,17,421,7/7/2020,37636,1979,26744,Gujarat,63872399
783,16,569,7/8/2020,38419,1995,27313,Gujarat,63872399
861,15,429,7/9/2020,39280,2010,27742,Gujarat,63872399
875,14,441,7/10/2020,40155,2024,28183,Gujarat,63872399
872,10,502,7/11/2020,41027,2034,28685,Gujarat,63872399
879,13,513,7/12/2020,41906,2047,29198,Gujarat,63872399
902,10,608,7/13/2020,42808,2057,29806,Gujarat,63872399
915,14,749,7/14/2020,43723,2071,30555,Gujarat,63872399
925,10,791,7/15/2020,44648,2081,31346,Gujarat,63872399
919,10,828,7/16/2020,45567,2091,32174,Gujarat,63872399
949,17,770,7/17/2020,46516,2108,32944,Gujarat,63872399
960,19,1062,7/18/2020,47476,2127,34006,Gujarat,63872399
965,20,877,7/19/2020,48441,2147,34883,Gujarat,63872399
998,20,777,7/20/2020,49439,2167,35660,Gujarat,63872399
1026,34,744,7/21/2020,50465,2201,36404,Gujarat,63872399
1020,28,837,7/22/2020,51485,2229,37241,Gujarat,63872399
1078,28,718,7/23/2020,52563,2257,37959,Gujarat,63872399
1068,26,872,7/24/2020,53631,2283,38831,Gujarat,63872399
1081,22,782,7/25/2020,54712,2305,39613,Gujarat,63872399
1110,21,753,7/26/2020,55822,2326,40366,Gujarat,63872399
1052,22,1015,7/27/2020,56874,2348,41381,Gujarat,63872399
1108,24,1032,7/28/2020,57982,2372,42413,Gujarat,63872399
1144,24,783,7/29/2020,59126,2396,43196,Gujarat,63872399
1159,22,879,7/30/2020,60285,2418,44075,Gujarat,63872399
1153,22,833,7/31/2020,61438,2440,44908,Gujarat,63872399
1136,24,875,8/1/2020,62574,2464,45783,Gujarat,63872399
1101,22,805,8/2/2020,63675,2486,46588,Gujarat,63872399
1009,22,974,8/3/2020,64684,2508,47562,Gujarat,63872399
1020,25,898,8/4/2020,65704,2533,48460,Gujarat,63872399
1073,23,1046,8/5/2020,66777,2556,49506,Gujarat,63872399
1034,27,917,8/6/2020,67811,2583,50423,Gujarat,63872399
1074,22,1370,8/7/2020,68885,2605,51793,Gujarat,63872399
1101,23,1135,8/8/2020,69986,2628,52928,Gujarat,63872399
1078,25,1311,8/9/2020,71064,2653,54239,Gujarat,63872399
1056,20,1138,8/10/2020,72120,2673,55377,Gujarat,63872399
1118,23,1140,8/11/2020,73238,2696,56517,Gujarat,63872399
1152,18,977,8/12/2020,74390,2714,57494,Gujarat,63872399
1092,18,1046,8/13/2020,75482,2732,58540,Gujarat,63872399
1087,15,1083,8/14/2020,76569,2747,59623,Gujarat,63872399
1094,19,1015,8/15/2020,77663,2766,60638,Gujarat,63872399
1120,20,959,8/16/2020,78783,2786,61597,Gujarat,63872399
1033,15,1083,8/17/2020,79816,2801,62680,Gujarat,63872399
1126,20,1131,8/18/2020,80942,2821,63811,Gujarat,63872399
1145,17,1120,8/19/2020,82087,2838,64931,Gujarat,63872399
1175,16,1123,8/20/2020,83262,2854,66054,Gujarat,63872399
1204,14,1324,8/21/2020,84466,2868,67378,Gujarat,63872399
1212,14,980,8/22/2020,85678,2882,68358,Gujarat,63872399
1101,14,972,8/23/2020,86779,2896,69330,Gujarat,63872399
1067,13,1021,8/24/2020,87846,2909,70351,Gujarat,63872399
1096,20,1011,8/25/2020,88942,2929,71362,Gujarat,63872399
1197,17,1047,8/26/2020,90139,2946,72409,Gujarat,63872399
1190,17,1193,8/27/2020,91329,2963,73602,Gujarat,63872399
1272,14,1050,8/28/2020,92601,2977,74652,Gujarat,63872399
1282,13,1111,8/29/2020,93883,2990,75763,Gujarat,63872399
1272,17,1095,8/30/2020,95155,3007,76858,Gujarat,63872399
1280,14,1025,8/31/2020,96435,3021,77883,Gujarat,63872399
1310,14,1131,9/1/2020,97745,3035,79014,Gujarat,63872399
1305,12,1141,9/2/2020,99050,3047,80155,Gujarat,63872399
1325,16,1126,9/3/2020,100375,3063,81281,Gujarat,63872399
1320,14,1218,9/4/2020,101695,3077,82499,Gujarat,63872399
1311,16,1148,9/5/2020,103006,3093,83647,Gujarat,63872399
1335,14,1212,9/6/2020,104341,3107,84859,Gujarat,63872399
1330,15,1276,9/7/2020,105671,3122,86135,Gujarat,63872399
1295,13,1445,9/8/2020,106966,3135,87580,Gujarat,63872399
1329,16,1336,9/9/2020,108295,3151,88916,Gujarat,63872399
1332,15,1415,9/10/2020,109627,3166,90331,Gujarat,63872399
1344,16,1240,9/11/2020,110971,3182,91571,Gujarat,63872399
1365,15,1335,9/12/2020,112336,3197,92906,Gujarat,63872399
1326,15,1205,9/13/2020,113662,3212,94111,Gujarat,63872399
1334,17,1255,9/14/2020,114996,3229,95366,Gujarat,63872399
1349,17,1444,9/15/2020,116345,3246,96810,Gujarat,63872399
1364,12,1447,9/16/2020,117709,3258,98257,Gujarat,63872399
1379,14,1652,9/17/2020,119088,3272,99909,Gujarat,63872399
1410,16,1293,9/18/2020,120498,3288,101202,Gujarat,63872399
1432,16,1470,9/19/2020,121930,3304,102672,Gujarat,63872399
1407,17,1204,9/20/2020,123337,3321,103876,Gujarat,63872399
1430,17,1316,9/21/2020,124767,3338,105192,Gujarat,63872399
1402,16,1321,9/22/2020,126169,3354,106513,Gujarat,63872399
1372,15,1289,9/23/2020,127541,3369,107802,Gujarat,63872399
1408,14,1510,9/24/2020,128949,3383,109312,Gujarat,63872399
1442,12,1279,9/25/2020,130391,3395,110591,Gujarat,63872399
1417,13,1419,9/26/2020,131808,3408,112010,Gujarat,63872399
1411,10,1231,9/27/2020,133219,3418,113241,Gujarat,63872399
1404,12,1336,9/28/2020,134623,3430,114577,Gujarat,63872399
1381,11,1383,9/29/2020,136004,3441,115960,Gujarat,63872399
1390,11,1372,9/30/2020,137394,3452,117332,Gujarat,63872399
1350,10,1334,10/1/2020,138744,3462,118666,Gujarat,63872399
1310,15,1250,10/2/2020,140054,3477,119916,Gujarat,63872399
1343,12,1304,10/3/2020,141397,3489,121220,Gujarat,63872399
1302,9,1246,10/4/2020,142699,3498,122466,Gujarat,63872399
1327,13,1405,10/5/2020,144026,3511,123871,Gujarat,63872399
1335,10,1473,10/6/2020,145361,3521,125344,Gujarat,63872399
1311,9,1414,10/7/2020,146672,3530,126758,Gujarat,63872399
1278,10,1266,10/8/2020,147950,3540,128024,Gujarat,63872399
1243,9,1518,10/9/2020,149193,3549,129542,Gujarat,63872399
1221,10,1456,10/10/2020,150414,3559,130998,Gujarat,63872399
1181,9,1413,10/11/2020,151595,3568,132411,Gujarat,63872399
1169,8,1442,10/12/2020,152764,3576,133853,Gujarat,63872399
1158,10,1375,10/13/2020,153922,3586,135228,Gujarat,63872399
1175,11,1414,10/14/2020,155097,3597,136642,Gujarat,63872399
1185,11,1329,10/15/2020,156282,3608,137971,Gujarat,63872399
1191,11,1279,10/16/2020,157473,3619,139250,Gujarat,63872399
1161,9,1270,10/17/2020,158634,3628,140520,Gujarat,63872399
1091,9,1233,10/18/2020,159725,3637,141753,Gujarat,63872399
996,8,1147,10/19/2020,160721,3645,142900,Gujarat,63872399
1126,8,1128,10/20/2020,161847,3653,144028,Gujarat,63872399
1137,9,1180,10/21/2020,162984,3662,145208,Gujarat,63872399
1136,7,1201,10/22/2020,164120,3669,146409,Gujarat,63872399
14,0,0,3/14/2020,14,0,0,Haryana,28204692
0,0,0,3/15/2020,14,0,0,Haryana,28204692
0,0,0,3/16/2020,14,0,0,Haryana,28204692
1,0,0,3/17/2020,15,0,0,Haryana,28204692
1,0,0,3/18/2020,16,0,0,Haryana,28204692
1,0,0,3/19/2020,17,0,0,Haryana,28204692
2,0,0,3/20/2020,19,0,0,Haryana,28204692
2,0,0,3/21/2020,21,0,0,Haryana,28204692
0,0,0,3/22/2020,21,0,0,Haryana,28204692
7,0,11,3/23/2020,28,0,11,Haryana,28204692
2,0,0,3/24/2020,30,0,11,Haryana,28204692
1,0,0,3/25/2020,31,0,11,Haryana,28204692
1,0,0,3/26/2020,32,0,11,Haryana,28204692
1,0,0,3/27/2020,33,0,11,Haryana,28204692
2,0,0,3/28/2020,35,0,11,Haryana,28204692
0,0,0,3/29/2020,35,0,11,Haryana,28204692
1,0,6,3/30/2020,36,0,17,Haryana,28204692
7,0,0,3/31/2020,43,0,17,Haryana,28204692
0,0,10,4/1/2020,43,0,27,Haryana,28204692
6,0,0,4/2/2020,49,0,27,Haryana,28204692
9,0,0,4/3/2020,58,0,27,Haryana,28204692
26,0,1,4/4/2020,84,0,28,Haryana,28204692
6,0,0,4/5/2020,90,0,28,Haryana,28204692
20,2,0,4/6/2020,110,2,28,Haryana,28204692
33,0,2,4/7/2020,143,2,30,Haryana,28204692
24,0,1,4/8/2020,167,2,31,Haryana,28204692
3,0,0,4/9/2020,170,2,31,Haryana,28204692
6,0,4,4/10/2020,176,2,35,Haryana,28204692
3,0,0,4/11/2020,179,2,35,Haryana,28204692
16,1,8,4/12/2020,195,3,43,Haryana,28204692
1,0,7,4/13/2020,196,3,50,Haryana,28204692
2,0,4,4/14/2020,198,3,54,Haryana,28204692
6,0,2,4/15/2020,204,3,56,Haryana,28204692
11,0,8,4/16/2020,215,3,64,Haryana,28204692
8,0,21,4/17/2020,223,3,85,Haryana,28204692
9,0,14,4/18/2020,232,3,99,Haryana,28204692
18,0,4,4/19/2020,250,3,103,Haryana,28204692
1,0,37,4/20/2020,251,3,140,Haryana,28204692
4,0,6,4/21/2020,255,3,146,Haryana,28204692
9,0,11,4/22/2020,264,3,157,Haryana,28204692
6,0,12,4/23/2020,270,3,169,Haryana,28204692
5,0,16,4/24/2020,275,3,185,Haryana,28204692
12,0,5,4/25/2020,287,3,190,Haryana,28204692
9,0,8,4/26/2020,296,3,198,Haryana,28204692
5,0,14,4/27/2020,301,3,212,Haryana,28204692
7,0,11,4/28/2020,308,3,223,Haryana,28204692
3,0,1,4/29/2020,311,3,224,Haryana,28204692
28,1,10,4/30/2020,339,4,234,Haryana,28204692
18,0,6,5/1/2020,357,4,240,Haryana,28204692
19,1,1,5/2/2020,376,5,241,Haryana,28204692
66,0,3,5/3/2020,442,5,244,Haryana,28204692
75,1,9,5/4/2020,517,6,253,Haryana,28204692
31,0,2,5/5/2020,548,6,255,Haryana,28204692
46,1,4,5/6/2020,594,7,259,Haryana,28204692
31,0,0,5/7/2020,625,7,259,Haryana,28204692
22,1,19,5/8/2020,647,8,278,Haryana,28204692
28,1,11,5/9/2020,675,9,289,Haryana,28204692
28,1,10,5/10/2020,703,10,299,Haryana,28204692
27,1,37,5/11/2020,730,11,336,Haryana,28204692
50,0,5,5/12/2020,780,11,341,Haryana,28204692
13,0,76,5/13/2020,793,11,417,Haryana,28204692
25,0,21,5/14/2020,818,11,438,Haryana,28204692
36,2,25,5/15/2020,854,13,463,Haryana,28204692
33,0,50,5/16/2020,887,13,513,Haryana,28204692
23,1,48,5/17/2020,910,14,561,Haryana,28204692
18,0,36,5/18/2020,928,14,597,Haryana,28204692
36,0,29,5/19/2020,964,14,626,Haryana,28204692
29,0,21,5/20/2020,993,14,647,Haryana,28204692
37,0,33,5/21/2020,1030,14,680,Haryana,28204692
37,2,25,5/22/2020,1067,16,705,Haryana,28204692
64,0,44,5/23/2020,1131,16,749,Haryana,28204692
53,0,15,5/24/2020,1184,16,764,Haryana,28204692
29,0,37,5/25/2020,1213,16,801,Haryana,28204692
92,0,22,5/26/2020,1305,16,823,Haryana,28204692
76,2,14,5/27/2020,1381,18,837,Haryana,28204692
123,1,43,5/28/2020,1504,19,880,Haryana,28204692
217,0,59,5/29/2020,1721,19,939,Haryana,28204692
202,1,31,5/30/2020,1923,20,970,Haryana,28204692
168,0,77,5/31/2020,2091,20,1047,Haryana,28204692
265,1,7,6/1/2020,2356,21,1054,Haryana,28204692
296,2,14,6/2/2020,2652,23,1068,Haryana,28204692
302,0,20,6/3/2020,2954,23,1088,Haryana,28204692
327,1,34,6/4/2020,3281,24,1122,Haryana,28204692
316,0,86,6/5/2020,3597,24,1208,Haryana,28204692
355,0,71,6/6/2020,3952,24,1279,Haryana,28204692
496,4,194,6/7/2020,4448,28,1473,Haryana,28204692
406,11,226,6/8/2020,4854,39,1699,Haryana,28204692
355,6,107,6/9/2020,5209,45,1806,Haryana,28204692
370,7,381,6/10/2020,5579,52,2187,Haryana,28204692
389,12,73,6/11/2020,5968,64,2260,Haryana,28204692
366,6,214,6/12/2020,6334,70,2474,Haryana,28204692
415,8,328,6/13/2020,6749,78,2802,Haryana,28204692
459,10,200,6/14/2020,7208,88,3002,Haryana,28204692
514,12,562,6/15/2020,7722,100,3564,Haryana,28204692
550,18,183,6/16/2020,8272,118,3747,Haryana,28204692
560,12,204,6/17/2020,8832,130,3951,Haryana,28204692
386,4,604,6/18/2020,9218,134,4555,Haryana,28204692
525,10,333,6/19/2020,9743,144,4888,Haryana,28204692
480,5,239,6/20/2020,10223,149,5127,Haryana,28204692
412,11,429,6/21/2020,10635,160,5556,Haryana,28204692
390,9,359,6/22/2020,11025,169,5915,Haryana,28204692
495,9,582,6/23/2020,11520,178,6497,Haryana,28204692
490,10,427,6/24/2020,12010,188,6924,Haryana,28204692
453,10,455,6/25/2020,12463,198,7379,Haryana,28204692
421,13,636,6/26/2020,12884,211,8015,Haryana,28204692
543,7,456,6/27/2020,13427,218,8471,Haryana,28204692
402,5,445,6/28/2020,13829,223,8916,Haryana,28204692
381,9,585,6/29/2020,14210,232,9501,Haryana,28204692
338,4,470,6/30/2020,14548,236,9971,Haryana,28204692
393,4,527,7/1/2020,14941,240,10498,Haryana,28204692
568,11,520,7/2/2020,15509,251,11018,Haryana,28204692
494,4,672,7/3/2020,16003,255,11690,Haryana,28204692
545,5,566,7/4/2020,16548,260,12256,Haryana,28204692
457,5,687,7/5/2020,17005,265,12943,Haryana,28204692
499,11,391,7/6/2020,17504,276,13334,Haryana,28204692
495,3,310,7/7/2020,17999,279,13644,Haryana,28204692
691,3,461,7/8/2020,18690,282,14105,Haryana,28204692
674,5,399,7/9/2020,19364,287,14504,Haryana,28204692
570,3,399,7/10/2020,19934,290,14903,Haryana,28204692
648,7,490,7/11/2020,20582,297,15393,Haryana,28204692
658,4,589,7/12/2020,21240,301,15982,Haryana,28204692
689,7,654,7/13/2020,21929,308,16636,Haryana,28204692
699,4,453,7/14/2020,22628,312,17089,Haryana,28204692
678,7,577,7/15/2020,23306,319,17666,Haryana,28204692
696,3,518,7/16/2020,24002,322,18184,Haryana,28204692
795,5,533,7/17/2020,24797,327,18717,Haryana,28204692
750,17,600,7/18/2020,25547,344,19317,Haryana,28204692
617,5,475,7/19/2020,26164,349,19792,Haryana,28204692
694,6,433,7/20/2020,26858,355,20225,Haryana,28204692
604,9,726,7/21/2020,27462,364,20951,Haryana,28204692
724,8,745,7/22/2020,28186,372,21696,Haryana,28204692
789,6,552,7/23/2020,28975,378,22248,Haryana,28204692
780,4,704,7/24/2020,29755,382,22952,Haryana,28204692
783,7,701,7/25/2020,30538,389,23653,Haryana,28204692
794,3,730,7/26/2020,31332,392,24383,Haryana,28204692
795,5,662,7/27/2020,32127,397,25045,Haryana,28204692
749,9,712,7/28/2020,32876,406,25757,Haryana,28204692
755,7,662,7/29/2020,33631,413,26419,Haryana,28204692
623,4,920,7/30/2020,34254,417,27339,Haryana,28204692
711,4,887,7/31/2020,34965,421,28226,Haryana,28204692
793,7,853,8/1/2020,35758,428,29079,Haryana,28204692
761,5,610,8/2/2020,36519,433,29689,Haryana,28204692
654,7,780,8/3/2020,37173,440,30469,Haryana,28204692
623,8,756,8/4/2020,37796,448,31225,Haryana,28204692
752,7,734,8/5/2020,38548,455,31959,Haryana,28204692
755,3,680,8/6/2020,39303,458,32639,Haryana,28204692
751,9,804,8/7/2020,40054,467,33443,Haryana,28204692
789,7,587,8/8/2020,40843,474,34030,Haryana,28204692
792,9,750,8/9/2020,41635,483,34780,Haryana,28204692
794,6,711,8/10/2020,42429,489,35491,Haryana,28204692
798,11,590,8/11/2020,43227,500,36081,Haryana,28204692
797,3,612,8/12/2020,44024,503,36693,Haryana,28204692
793,8,792,8/13/2020,44817,511,37485,Haryana,28204692
797,7,862,8/14/2020,45614,518,38347,Haryana,28204692
796,10,591,8/15/2020,46410,528,38938,Haryana,28204692
743,10,662,8/16/2020,47153,538,39600,Haryana,28204692
887,12,1009,8/17/2020,48040,550,40609,Haryana,28204692
896,7,688,8/18/2020,48936,557,41297,Haryana,28204692
994,10,758,8/19/2020,49930,567,42055,Haryana,28204692
996,11,737,8/20/2020,50926,578,42792,Haryana,28204692
1203,7,620,8/21/2020,52129,585,43412,Haryana,28204692
1161,12,600,8/22/2020,53290,597,44012,Haryana,28204692
1096,6,809,8/23/2020,54386,603,44821,Haryana,28204692
1074,10,583,8/24/2020,55460,613,45404,Haryana,28204692
1148,10,1091,8/25/2020,56608,623,46495,Haryana,28204692
1397,11,1117,8/26/2020,58005,634,47612,Haryana,28204692
1293,12,1077,8/27/2020,59298,646,48689,Haryana,28204692
1298,15,1020,8/28/2020,60596,661,49709,Haryana,28204692
